Date,AAI US Equity,AAL US Equity,ALGT US Equity,ALK US Equity,ANS US Equity,AWAQC US Equity,DAL US Equity,FRNTQ US Equity,FRNTQ US Equity,GLUX US Equity,HA US Equity,JBLU US Equity,LCC US Equity,LUV US Equity,MEH US Equity,MESA US Equity,NWA US Equity,SAVE US Equity,SKYW US Equity,UAL US Equity,RHWI US Equity,XJT US Equity,VA US Equity
2012-03-29,#N/A,#N/A,55.36,#N/A,#N/A,#N/A,10.07,#N/A,#N/A,1.49,#N/A,5,7.89,#N/A,#N/A,#N/A,#N/A,19.87,#N/A,22.34,#N/A,#N/A,#N/A
2012-03-30,#N/A,#N/A,54.5,#N/A,#N/A,#N/A,9.915,#N/A,#N/A,1.4,#N/A,4.89,7.59,#N/A,#N/A,#N/A,#N/A,20.07,#N/A,21.5,#N/A,#N/A,#N/A
2012-04-02,#N/A,#N/A,55.07,#N/A,#N/A,#N/A,10.01,#N/A,#N/A,#N/A,#N/A,4.85,7.47,#N/A,#N/A,#N/A,#N/A,20.65,#N/A,21.49,#N/A,#N/A,#N/A
2012-04-03,#N/A,#N/A,57.02,#N/A,#N/A,#N/A,10.32,#N/A,#N/A,1.4,#N/A,4.91,7.74,#N/A,#N/A,#N/A,#N/A,21.15,#N/A,22.01,#N/A,#N/A,#N/A
2012-04-04,#N/A,#N/A,60.33,#N/A,#N/A,#N/A,10.48,#N/A,#N/A,1.4,#N/A,4.885,7.86,#N/A,#N/A,#N/A,#N/A,21.1,#N/A,21.43,#N/A,#N/A,#N/A
2012-04-05,#N/A,#N/A,59.43,#N/A,#N/A,#N/A,10.37,#N/A,#N/A,1.4,#N/A,4.84,7.78,#N/A,#N/A,#N/A,#N/A,20.91,#N/A,21.4,#N/A,#N/A,#N/A
2012-04-09,#N/A,#N/A,58.13,#N/A,#N/A,#N/A,10.29,#N/A,#N/A,1.3,#N/A,4.78,7.75,#N/A,#N/A,#N/A,#N/A,21.04,#N/A,21.08,#N/A,#N/A,#N/A
2012-04-10,#N/A,#N/A,56.99,#N/A,#N/A,#N/A,9.81,#N/A,#N/A,#N/A,#N/A,4.61,7.47,#N/A,#N/A,#N/A,#N/A,20.09,#N/A,20.58,#N/A,#N/A,#N/A
2012-04-11,#N/A,#N/A,56.95,#N/A,#N/A,#N/A,9.91,#N/A,#N/A,1.39,#N/A,4.705,7.62,#N/A,#N/A,#N/A,#N/A,20.68,#N/A,21.04,#N/A,#N/A,#N/A
2012-04-12,#N/A,#N/A,58.98,#N/A,#N/A,#N/A,10.26,#N/A,#N/A,1.39,#N/A,4.925,7.89,#N/A,#N/A,#N/A,#N/A,21.15,#N/A,21.52,#N/A,#N/A,#N/A
2012-04-13,#N/A,#N/A,58.69,#N/A,#N/A,#N/A,10.13,#N/A,#N/A,#N/A,#N/A,4.78,7.84,#N/A,#N/A,#N/A,#N/A,21.53,#N/A,21.44,#N/A,#N/A,#N/A
2012-04-16,#N/A,#N/A,58.83,#N/A,#N/A,#N/A,10.25,#N/A,#N/A,1.39,#N/A,4.835,8.13,#N/A,#N/A,#N/A,#N/A,22.05,#N/A,22.3,0.002,#N/A,#N/A
2012-04-17,#N/A,#N/A,59.36,#N/A,#N/A,#N/A,10.44,#N/A,#N/A,1.39,#N/A,4.89,8.18,#N/A,#N/A,#N/A,#N/A,22.59,#N/A,22.67,#N/A,#N/A,#N/A
2012-04-18,#N/A,#N/A,60.08,#N/A,#N/A,#N/A,10.53,#N/A,#N/A,#N/A,#N/A,4.75,8.2,#N/A,#N/A,#N/A,#N/A,23.16,#N/A,22.7,#N/A,#N/A,#N/A
2012-04-19,#N/A,#N/A,59.79,#N/A,#N/A,#N/A,10.82,#N/A,#N/A,1.28,#N/A,4.835,9.51,#N/A,#N/A,#N/A,#N/A,23.12,#N/A,23.34,#N/A,#N/A,#N/A
2012-04-20,#N/A,#N/A,59.15,#N/A,#N/A,#N/A,10.75,#N/A,#N/A,1.35,#N/A,4.78,9.34,#N/A,#N/A,#N/A,#N/A,22.75,#N/A,22.91,#N/A,#N/A,#N/A
2012-04-23,#N/A,#N/A,57.91,#N/A,#N/A,#N/A,10.39,#N/A,#N/A,#N/A,#N/A,4.62,9.03,#N/A,#N/A,#N/A,#N/A,22.44,#N/A,22.85,#N/A,#N/A,#N/A
2012-04-24,#N/A,#N/A,59.58,#N/A,#N/A,#N/A,10.48,#N/A,#N/A,#N/A,#N/A,4.66,9.31,#N/A,#N/A,#N/A,#N/A,22.78,#N/A,22.82,#N/A,#N/A,#N/A
2012-04-25,#N/A,#N/A,59.74,#N/A,#N/A,#N/A,10.48,#N/A,#N/A,1.39,#N/A,4.64,9.6,#N/A,#N/A,#N/A,#N/A,23.04,#N/A,22.97,#N/A,#N/A,#N/A
2012-04-26,#N/A,#N/A,58.84,#N/A,#N/A,#N/A,10.4,#N/A,#N/A,#N/A,#N/A,4.65,9.8,#N/A,#N/A,#N/A,#N/A,23.63,#N/A,22.12,#N/A,#N/A,#N/A
2012-04-27,#N/A,#N/A,60.03,#N/A,#N/A,#N/A,10.82,#N/A,#N/A,#N/A,#N/A,4.8,10.31,#N/A,#N/A,#N/A,#N/A,23.86,#N/A,22.17,#N/A,#N/A,#N/A
2012-04-30,#N/A,#N/A,58.76,#N/A,#N/A,#N/A,10.96,#N/A,#N/A,#N/A,#N/A,4.75,10.26,#N/A,#N/A,#N/A,#N/A,24.02,#N/A,21.92,#N/A,#N/A,#N/A
2012-05-01,#N/A,#N/A,60.03,#N/A,#N/A,#N/A,11.05,#N/A,#N/A,1.3,#N/A,4.72,10.16,#N/A,#N/A,#N/A,#N/A,22.99,#N/A,21.91,#N/A,#N/A,#N/A
2012-05-02,#N/A,#N/A,61.91,#N/A,#N/A,#N/A,10.87,#N/A,#N/A,1.2,#N/A,4.72,10.26,#N/A,#N/A,#N/A,#N/A,24.11,#N/A,21.66,0.002,#N/A,#N/A
2012-05-03,#N/A,#N/A,63.51,#N/A,#N/A,#N/A,10.96,#N/A,#N/A,1.15,#N/A,4.75,10.71,#N/A,#N/A,#N/A,#N/A,22.9,#N/A,21.57,#N/A,#N/A,#N/A
2012-05-04,#N/A,#N/A,62.7,#N/A,#N/A,#N/A,11,#N/A,#N/A,1.1,#N/A,4.74,10.7,#N/A,#N/A,#N/A,#N/A,22.53,#N/A,22.28,#N/A,#N/A,#N/A
2012-05-07,#N/A,#N/A,63.45,#N/A,#N/A,#N/A,11.17,#N/A,#N/A,1.25,#N/A,4.86,11.1,#N/A,#N/A,#N/A,#N/A,23.09,#N/A,23.59,#N/A,#N/A,#N/A
2012-05-08,#N/A,#N/A,63.98,#N/A,#N/A,#N/A,11.17,#N/A,#N/A,1.25,#N/A,4.79,11.02,#N/A,#N/A,#N/A,#N/A,22.33,#N/A,23.9,#N/A,#N/A,#N/A
2012-05-09,#N/A,#N/A,63.31,#N/A,#N/A,#N/A,10.91,#N/A,#N/A,1.25,#N/A,4.73,10.79,#N/A,#N/A,#N/A,#N/A,22.2,#N/A,23.47,#N/A,#N/A,#N/A
2012-05-10,#N/A,#N/A,63.5,#N/A,#N/A,#N/A,11.03,#N/A,#N/A,1.34,#N/A,4.7,10.93,#N/A,#N/A,#N/A,#N/A,22.35,#N/A,23.76,#N/A,#N/A,#N/A
2012-05-11,#N/A,#N/A,64,#N/A,#N/A,#N/A,11.37,#N/A,#N/A,1.39,#N/A,4.8,11.32,#N/A,#N/A,#N/A,#N/A,22.61,#N/A,24.11,#N/A,#N/A,#N/A
2012-05-14,#N/A,#N/A,63.87,#N/A,#N/A,#N/A,11.43,#N/A,#N/A,1.26,#N/A,4.585,11.24,#N/A,#N/A,#N/A,#N/A,22.62,#N/A,24,#N/A,#N/A,#N/A
2012-05-15,#N/A,#N/A,64.24,#N/A,#N/A,#N/A,11.17,#N/A,#N/A,1.25,#N/A,4.43,11.13,#N/A,#N/A,#N/A,#N/A,22.1,#N/A,23.69,#N/A,#N/A,#N/A
2012-05-16,#N/A,#N/A,64.19,#N/A,#N/A,#N/A,11.39,#N/A,#N/A,1.25,#N/A,4.5,11.13,#N/A,#N/A,#N/A,#N/A,21.9,#N/A,23.66,#N/A,#N/A,#N/A
2012-05-17,#N/A,#N/A,62.06,#N/A,#N/A,#N/A,10.41,#N/A,#N/A,#N/A,#N/A,4.17,10.19,#N/A,#N/A,#N/A,#N/A,20.25,#N/A,21.9,#N/A,#N/A,#N/A
2012-05-18,#N/A,#N/A,62.31,#N/A,#N/A,#N/A,10.14,#N/A,#N/A,1.3,#N/A,4.15,10.06,#N/A,#N/A,#N/A,#N/A,20.16,#N/A,20.93,#N/A,#N/A,#N/A
2012-05-21,#N/A,#N/A,62.66,#N/A,#N/A,#N/A,10.58,#N/A,#N/A,#N/A,#N/A,4.22,10.71,#N/A,#N/A,#N/A,#N/A,20.78,#N/A,21.92,#N/A,#N/A,#N/A
2012-05-22,#N/A,#N/A,62.35,#N/A,#N/A,#N/A,10.54,#N/A,#N/A,#N/A,#N/A,4.26,10.62,#N/A,#N/A,#N/A,#N/A,20.8,#N/A,21.83,#N/A,#N/A,#N/A
2012-05-23,#N/A,#N/A,62.99,#N/A,#N/A,#N/A,10.74,#N/A,#N/A,#N/A,#N/A,4.48,11,#N/A,#N/A,#N/A,#N/A,20.29,#N/A,22.31,#N/A,#N/A,#N/A
2012-05-24,#N/A,#N/A,64.25,#N/A,#N/A,#N/A,11.27,#N/A,#N/A,#N/A,#N/A,4.6,12.16,#N/A,#N/A,#N/A,#N/A,20.65,#N/A,23.53,#N/A,#N/A,#N/A
2012-05-25,#N/A,#N/A,64.04,#N/A,#N/A,#N/A,11.37,#N/A,#N/A,#N/A,#N/A,4.75,12.3,#N/A,#N/A,#N/A,#N/A,20.87,#N/A,23.57,#N/A,#N/A,#N/A
2012-05-29,#N/A,#N/A,63.9,#N/A,#N/A,#N/A,11.8,#N/A,#N/A,#N/A,#N/A,4.72,12.62,#N/A,#N/A,#N/A,#N/A,20.78,#N/A,23.88,#N/A,#N/A,#N/A
2012-05-30,#N/A,#N/A,63.9,#N/A,#N/A,#N/A,11.75,#N/A,#N/A,#N/A,#N/A,4.76,12.69,#N/A,#N/A,#N/A,#N/A,20.63,#N/A,24.17,0.002125,#N/A,#N/A
2012-05-31,#N/A,#N/A,64.85,#N/A,#N/A,#N/A,12.1,#N/A,#N/A,1.35,#N/A,5.23,13.22,#N/A,#N/A,#N/A,#N/A,20.61,#N/A,25.17,#N/A,#N/A,#N/A
2012-06-01,#N/A,#N/A,64,#N/A,#N/A,#N/A,11.51,#N/A,#N/A,1.25,#N/A,5.15,12.64,#N/A,#N/A,#N/A,#N/A,18.87,#N/A,24.36,#N/A,#N/A,#N/A
2012-06-04,#N/A,#N/A,62.26,#N/A,#N/A,#N/A,10.18,#N/A,#N/A,#N/A,#N/A,4.93,11.18,#N/A,#N/A,#N/A,#N/A,17.92,#N/A,22.52,#N/A,#N/A,#N/A
2012-06-05,#N/A,#N/A,62.42,#N/A,#N/A,#N/A,10.58,#N/A,#N/A,#N/A,#N/A,5.005,11.62,#N/A,#N/A,#N/A,#N/A,18.17,#N/A,23.28,#N/A,#N/A,#N/A
2012-06-06,#N/A,#N/A,63.46,#N/A,#N/A,#N/A,10.61,#N/A,#N/A,1.34,#N/A,5.14,11.78,#N/A,#N/A,#N/A,#N/A,19.16,#N/A,23.53,#N/A,#N/A,#N/A
2012-06-07,#N/A,#N/A,63.33,#N/A,#N/A,#N/A,10.28,#N/A,#N/A,1.38,#N/A,5.09,11.28,#N/A,#N/A,#N/A,#N/A,18.52,#N/A,22.92,#N/A,#N/A,#N/A
2012-06-08,#N/A,#N/A,65.7,#N/A,#N/A,#N/A,10.38,#N/A,#N/A,1.38,#N/A,5.23,12.15,#N/A,#N/A,#N/A,#N/A,19.36,#N/A,23.49,#N/A,#N/A,#N/A
2012-06-11,#N/A,#N/A,65.04,#N/A,#N/A,#N/A,10.17,#N/A,#N/A,1.28,#N/A,5.215,11.36,#N/A,#N/A,#N/A,#N/A,17.94,#N/A,22.05,#N/A,#N/A,#N/A
2012-06-12,#N/A,#N/A,65.74,#N/A,#N/A,#N/A,10.04,#N/A,#N/A,1.4,#N/A,5.07,11.43,#N/A,#N/A,#N/A,#N/A,18.6,#N/A,22.04,#N/A,#N/A,#N/A
2012-06-13,#N/A,#N/A,67.16,#N/A,#N/A,#N/A,10.29,#N/A,#N/A,1.35,#N/A,5.075,11.97,#N/A,#N/A,#N/A,#N/A,18.65,#N/A,22.8,#N/A,#N/A,#N/A
2012-06-14,#N/A,#N/A,66.5,#N/A,#N/A,#N/A,10.45,#N/A,#N/A,1.35,#N/A,5.11,12.48,#N/A,#N/A,#N/A,#N/A,18.85,#N/A,22.83,#N/A,#N/A,#N/A
2012-06-15,#N/A,#N/A,65.3,#N/A,#N/A,#N/A,10.26,#N/A,#N/A,1.35,#N/A,4.99,12.03,#N/A,#N/A,#N/A,#N/A,19.03,#N/A,22.32,#N/A,#N/A,#N/A
2012-06-18,#N/A,#N/A,67,#N/A,#N/A,#N/A,10.63,#N/A,#N/A,1.45,#N/A,5.05,12.5,#N/A,#N/A,#N/A,#N/A,19.31,#N/A,23.02,#N/A,#N/A,#N/A
2012-06-19,#N/A,#N/A,68.7,#N/A,#N/A,#N/A,10.91,#N/A,#N/A,#N/A,#N/A,5.11,12.7,#N/A,#N/A,#N/A,#N/A,20.16,#N/A,23.71,#N/A,#N/A,#N/A
2012-06-20,#N/A,#N/A,70.45,#N/A,#N/A,#N/A,11.21,#N/A,#N/A,#N/A,#N/A,5.3,13.03,#N/A,#N/A,#N/A,#N/A,20.48,#N/A,24.54,#N/A,#N/A,#N/A
2012-06-21,#N/A,#N/A,69.67,#N/A,#N/A,#N/A,11.23,#N/A,#N/A,#N/A,#N/A,5.285,13.47,#N/A,#N/A,#N/A,#N/A,20.48,#N/A,24.18,#N/A,#N/A,#N/A
2012-06-22,#N/A,#N/A,70.11,#N/A,#N/A,#N/A,11.04,#N/A,#N/A,1.6,#N/A,5.305,13.17,#N/A,#N/A,#N/A,#N/A,20.72,#N/A,24.25,#N/A,#N/A,#N/A
2012-06-25,#N/A,#N/A,69,#N/A,#N/A,#N/A,10.52,#N/A,#N/A,#N/A,#N/A,5.19,12.65,#N/A,#N/A,#N/A,#N/A,19.41,#N/A,23.65,#N/A,#N/A,#N/A
2012-06-26,#N/A,#N/A,70.43,#N/A,#N/A,#N/A,11.14,#N/A,#N/A,1.63,#N/A,5.245,12.88,#N/A,#N/A,#N/A,#N/A,19.86,#N/A,23.83,#N/A,#N/A,#N/A
2012-06-27,#N/A,#N/A,69.29,#N/A,#N/A,#N/A,11.07,#N/A,#N/A,#N/A,#N/A,5.33,13.31,#N/A,#N/A,#N/A,#N/A,20.1,#N/A,23.97,#N/A,#N/A,#N/A
2012-06-28,#N/A,#N/A,68.94,#N/A,#N/A,#N/A,11.16,#N/A,#N/A,1.6,#N/A,5.2,13.4,#N/A,#N/A,#N/A,#N/A,19.02,#N/A,24.25,#N/A,#N/A,#N/A
2012-06-29,#N/A,#N/A,69.68,#N/A,#N/A,#N/A,10.95,#N/A,#N/A,1.6,#N/A,5.3,13.33,#N/A,#N/A,#N/A,#N/A,19.46,#N/A,24.33,#N/A,#N/A,#N/A
2012-07-02,#N/A,#N/A,71.88,#N/A,#N/A,#N/A,11.12,#N/A,#N/A,#N/A,#N/A,5.43,13.55,#N/A,#N/A,#N/A,#N/A,20.31,#N/A,24.82,#N/A,#N/A,#N/A
2012-07-03,#N/A,#N/A,69.95,#N/A,#N/A,#N/A,10.76,#N/A,#N/A,1.6,#N/A,5.5,13.21,#N/A,#N/A,#N/A,#N/A,20.49,#N/A,24.08,#N/A,#N/A,#N/A
2012-07-05,#N/A,#N/A,68.76,#N/A,#N/A,#N/A,10.63,#N/A,#N/A,#N/A,#N/A,5.49,13.47,#N/A,#N/A,#N/A,#N/A,21.4,#N/A,23.61,#N/A,#N/A,#N/A
2012-07-06,#N/A,#N/A,69.99,#N/A,#N/A,#N/A,11,#N/A,#N/A,#N/A,#N/A,5.565,13.87,#N/A,#N/A,#N/A,#N/A,21.51,#N/A,24.24,#N/A,#N/A,#N/A
2012-07-09,#N/A,#N/A,70.66,#N/A,#N/A,#N/A,10.91,#N/A,#N/A,1.5,#N/A,5.54,13.49,#N/A,#N/A,#N/A,#N/A,21.97,#N/A,23.9,#N/A,#N/A,#N/A
2012-07-10,#N/A,#N/A,70.44,#N/A,#N/A,#N/A,10.72,#N/A,#N/A,1.39,#N/A,5.61,13.91,#N/A,#N/A,#N/A,#N/A,21.62,#N/A,23.86,#N/A,#N/A,#N/A
2012-07-11,#N/A,#N/A,72.04,#N/A,#N/A,#N/A,11.09,#N/A,#N/A,1.6,#N/A,5.74,14.12,#N/A,#N/A,#N/A,#N/A,22.15,#N/A,24.79,#N/A,#N/A,#N/A
2012-07-12,#N/A,#N/A,71.23,#N/A,#N/A,#N/A,10.75,#N/A,#N/A,1.6,#N/A,5.67,13.97,#N/A,#N/A,#N/A,#N/A,22.18,#N/A,23.78,#N/A,#N/A,#N/A
2012-07-13,#N/A,#N/A,72.99,#N/A,#N/A,#N/A,10.82,#N/A,#N/A,1.6,#N/A,5.76,14.45,#N/A,#N/A,#N/A,#N/A,22.75,#N/A,24.14,#N/A,#N/A,#N/A
2012-07-16,#N/A,#N/A,73.66,#N/A,#N/A,#N/A,10.97,#N/A,#N/A,#N/A,#N/A,5.855,14.09,#N/A,#N/A,#N/A,#N/A,22.66,#N/A,24.23,#N/A,#N/A,#N/A
2012-07-17,#N/A,#N/A,74,#N/A,#N/A,#N/A,10.8,#N/A,#N/A,1.28,#N/A,5.77,14.07,#N/A,#N/A,#N/A,#N/A,22.35,#N/A,23.6,#N/A,#N/A,#N/A
2012-07-18,#N/A,#N/A,73.84,#N/A,#N/A,#N/A,10.23,#N/A,#N/A,#N/A,#N/A,5.65,13.42,#N/A,#N/A,#N/A,#N/A,21.7,#N/A,22.84,#N/A,#N/A,#N/A
2012-07-19,#N/A,#N/A,71.82,#N/A,#N/A,#N/A,10,#N/A,#N/A,1.09,#N/A,5.475,12.5,#N/A,#N/A,#N/A,#N/A,21.23,#N/A,22.05,#N/A,#N/A,#N/A
2012-07-20,#N/A,#N/A,69.87,#N/A,#N/A,#N/A,9.94,#N/A,#N/A,1.55,#N/A,5.26,12.01,#N/A,#N/A,#N/A,#N/A,20.29,#N/A,21.55,#N/A,#N/A,#N/A
2012-07-23,#N/A,#N/A,69.77,#N/A,#N/A,#N/A,9.66,#N/A,#N/A,1.65,#N/A,5.37,12.08,#N/A,#N/A,#N/A,#N/A,20.15,#N/A,21.55,#N/A,#N/A,#N/A
2012-07-24,#N/A,#N/A,68.4,#N/A,#N/A,#N/A,9.33,#N/A,#N/A,1.45,#N/A,5.27,11.59,#N/A,#N/A,#N/A,#N/A,19.44,#N/A,20.38,#N/A,#N/A,#N/A
2012-07-25,#N/A,#N/A,68.22,#N/A,#N/A,#N/A,9.47,#N/A,#N/A,1.5,#N/A,5.26,11.15,#N/A,#N/A,#N/A,#N/A,19.63,#N/A,20.41,#N/A,#N/A,#N/A
2012-07-26,#N/A,#N/A,69.2,#N/A,#N/A,#N/A,9.41,#N/A,#N/A,#N/A,#N/A,5.2,11.19,#N/A,#N/A,#N/A,#N/A,20.01,#N/A,19.2,#N/A,#N/A,#N/A
2012-07-27,#N/A,#N/A,69.93,#N/A,#N/A,#N/A,9.42,#N/A,#N/A,1.57,#N/A,5.44,11.35,#N/A,#N/A,#N/A,#N/A,20.69,#N/A,19.06,#N/A,#N/A,#N/A
2012-07-30,#N/A,#N/A,69.38,#N/A,#N/A,#N/A,9.47,#N/A,#N/A,#N/A,#N/A,5.41,11.29,#N/A,#N/A,#N/A,#N/A,21.35,#N/A,19.03,#N/A,#N/A,#N/A
2012-07-31,#N/A,#N/A,71.06,#N/A,#N/A,#N/A,9.65,#N/A,#N/A,#N/A,#N/A,5.51,11.46,#N/A,#N/A,#N/A,#N/A,21.51,#N/A,18.89,#N/A,#N/A,#N/A
2012-08-01,#N/A,#N/A,66.5,#N/A,#N/A,#N/A,9.48,#N/A,#N/A,1.55,#N/A,5.07,10.83,#N/A,#N/A,#N/A,#N/A,20.02,#N/A,18.17,#N/A,#N/A,#N/A
2012-08-02,#N/A,#N/A,68.92,#N/A,#N/A,#N/A,9.23,#N/A,#N/A,1.4,#N/A,#N/A,10.68,#N/A,#N/A,#N/A,#N/A,20.41,#N/A,18.16,#N/A,#N/A,#N/A
2012-08-03,#N/A,#N/A,68.8,#N/A,#N/A,#N/A,9.29,#N/A,#N/A,1.57,#N/A,#N/A,10.89,#N/A,#N/A,#N/A,#N/A,20.49,#N/A,18.26,#N/A,#N/A,#N/A
2012-08-06,#N/A,#N/A,69.07,#N/A,#N/A,#N/A,9.37,#N/A,#N/A,#N/A,#N/A,#N/A,10.81,#N/A,#N/A,#N/A,#N/A,20.39,#N/A,18.48,#N/A,#N/A,#N/A
2012-08-07,#N/A,#N/A,68.96,#N/A,#N/A,#N/A,9.32,#N/A,#N/A,1.57,#N/A,#N/A,9.94,#N/A,#N/A,#N/A,#N/A,20.53,#N/A,18.42,#N/A,#N/A,#N/A
2012-08-08,#N/A,#N/A,70.08,#N/A,#N/A,#N/A,9.39,#N/A,#N/A,#N/A,#N/A,#N/A,10.4,#N/A,#N/A,#N/A,#N/A,20.51,#N/A,18.32,#N/A,#N/A,#N/A
2012-08-09,#N/A,#N/A,66.98,#N/A,#N/A,#N/A,9.07,#N/A,#N/A,#N/A,#N/A,#N/A,10.05,#N/A,#N/A,#N/A,#N/A,20.1,#N/A,17.89,#N/A,#N/A,#N/A
2012-08-10,#N/A,#N/A,66.79,#N/A,#N/A,#N/A,9.06,#N/A,#N/A,1.69,#N/A,#N/A,10.07,#N/A,#N/A,#N/A,#N/A,19.64,#N/A,17.78,#N/A,#N/A,#N/A
2012-08-13,#N/A,#N/A,67.9,#N/A,#N/A,#N/A,9.26,#N/A,#N/A,1.5,#N/A,#N/A,10.12,#N/A,#N/A,#N/A,#N/A,20.02,#N/A,18.19,#N/A,#N/A,#N/A
2012-08-14,#N/A,#N/A,67.24,#N/A,#N/A,#N/A,9.28,#N/A,#N/A,#N/A,#N/A,#N/A,10.12,#N/A,#N/A,#N/A,#N/A,20.32,#N/A,18.05,#N/A,#N/A,#N/A
2012-08-15,#N/A,#N/A,67.78,#N/A,#N/A,#N/A,9.26,#N/A,#N/A,1.42,#N/A,#N/A,10.15,#N/A,#N/A,#N/A,#N/A,20.32,#N/A,18.2,0.0015,#N/A,#N/A
2012-08-16,#N/A,#N/A,67.83,#N/A,#N/A,#N/A,9.03,#N/A,#N/A,#N/A,#N/A,#N/A,9.91,#N/A,#N/A,#N/A,#N/A,20.26,#N/A,18.29,#N/A,#N/A,#N/A
2012-08-17,#N/A,#N/A,68.93,#N/A,#N/A,#N/A,9.13,#N/A,#N/A,#N/A,#N/A,#N/A,10.08,#N/A,#N/A,#N/A,#N/A,20.47,#N/A,18.4,#N/A,#N/A,#N/A
2012-08-20,#N/A,#N/A,70.01,#N/A,#N/A,#N/A,9.46,#N/A,#N/A,#N/A,#N/A,#N/A,10.59,#N/A,#N/A,#N/A,#N/A,20.62,#N/A,19.45,#N/A,#N/A,#N/A
2012-08-21,#N/A,#N/A,68.73,#N/A,#N/A,#N/A,9.71,#N/A,#N/A,1.65,#N/A,#N/A,11.42,#N/A,#N/A,#N/A,#N/A,20.45,#N/A,19.57,#N/A,#N/A,#N/A
2012-08-22,#N/A,#N/A,67.87,#N/A,#N/A,#N/A,9.53,#N/A,#N/A,1.65,#N/A,#N/A,11.61,#N/A,#N/A,#N/A,#N/A,19.79,#N/A,19.35,#N/A,#N/A,#N/A
2012-08-23,#N/A,#N/A,66.9,#N/A,#N/A,#N/A,9.15,#N/A,#N/A,1.6,#N/A,#N/A,11.04,#N/A,#N/A,#N/A,#N/A,19.36,#N/A,19.29,#N/A,#N/A,#N/A
2012-08-24,#N/A,#N/A,66.69,#N/A,#N/A,#N/A,9.11,#N/A,#N/A,1.55,#N/A,#N/A,11.11,#N/A,#N/A,#N/A,#N/A,19.2,#N/A,19.27,#N/A,#N/A,#N/A
2012-08-27,#N/A,#N/A,67.01,#N/A,#N/A,#N/A,9.06,#N/A,#N/A,1.68,#N/A,#N/A,11.04,#N/A,#N/A,#N/A,#N/A,19.44,#N/A,19.02,#N/A,#N/A,#N/A
2012-08-28,#N/A,#N/A,66.17,#N/A,#N/A,#N/A,8.7,#N/A,#N/A,1.5,#N/A,#N/A,10.81,#N/A,#N/A,#N/A,#N/A,19.46,#N/A,18.52,#N/A,#N/A,#N/A
2012-08-29,#N/A,#N/A,66.05,#N/A,#N/A,#N/A,8.61,#N/A,#N/A,1.65,#N/A,#N/A,10.45,#N/A,#N/A,#N/A,#N/A,19.67,#N/A,18.33,#N/A,#N/A,#N/A
2012-08-30,#N/A,#N/A,66.33,#N/A,#N/A,#N/A,8.55,#N/A,#N/A,#N/A,#N/A,#N/A,10.4,#N/A,#N/A,#N/A,#N/A,19.53,#N/A,18.32,#N/A,#N/A,#N/A
2012-08-31,#N/A,#N/A,66.24,#N/A,#N/A,#N/A,8.65,#N/A,#N/A,1.68,#N/A,#N/A,10.66,#N/A,#N/A,#N/A,#N/A,19.55,#N/A,18.45,#N/A,#N/A,#N/A
2012-09-04,#N/A,#N/A,65.82,#N/A,#N/A,#N/A,8.56,#N/A,#N/A,1.65,#N/A,#N/A,10.45,#N/A,#N/A,#N/A,#N/A,19.11,#N/A,18.1,#N/A,#N/A,#N/A
2012-09-05,#N/A,#N/A,66.97,#N/A,#N/A,#N/A,8.88,#N/A,#N/A,#N/A,#N/A,#N/A,11.22,#N/A,#N/A,#N/A,#N/A,19.52,#N/A,19.07,#N/A,#N/A,#N/A
2012-09-06,#N/A,#N/A,67.25,#N/A,#N/A,#N/A,9.2,#N/A,#N/A,#N/A,#N/A,#N/A,11.42,#N/A,#N/A,#N/A,#N/A,19.6,#N/A,19.57,#N/A,#N/A,#N/A
2012-09-07,#N/A,#N/A,66.26,#N/A,#N/A,#N/A,9.28,#N/A,#N/A,1.66,#N/A,#N/A,12.14,#N/A,#N/A,#N/A,#N/A,19.73,#N/A,19.7,#N/A,#N/A,#N/A
2012-09-10,#N/A,#N/A,65.59,#N/A,#N/A,#N/A,9.38,#N/A,#N/A,#N/A,#N/A,#N/A,12,#N/A,#N/A,#N/A,#N/A,19.74,#N/A,20.06,#N/A,#N/A,#N/A
2012-09-11,#N/A,#N/A,65.05,#N/A,#N/A,#N/A,9.28,#N/A,#N/A,#N/A,#N/A,#N/A,11.62,#N/A,#N/A,#N/A,#N/A,19.65,#N/A,19.8,#N/A,#N/A,#N/A
2012-09-12,#N/A,#N/A,66.15,#N/A,#N/A,#N/A,9.5,#N/A,#N/A,1.65,#N/A,#N/A,11.82,#N/A,#N/A,#N/A,#N/A,19.77,#N/A,20.31,#N/A,#N/A,#N/A
2012-09-13,#N/A,#N/A,66.13,#N/A,#N/A,#N/A,9.45,#N/A,#N/A,#N/A,#N/A,#N/A,11.25,#N/A,#N/A,#N/A,#N/A,19.66,#N/A,20.09,#N/A,#N/A,#N/A
2012-09-14,#N/A,#N/A,64.49,#N/A,#N/A,#N/A,9.27,#N/A,#N/A,#N/A,#N/A,#N/A,10.53,#N/A,#N/A,#N/A,#N/A,16.58,#N/A,20.06,#N/A,#N/A,#N/A
2012-09-17,#N/A,#N/A,62.99,#N/A,#N/A,#N/A,9.23,#N/A,#N/A,#N/A,#N/A,#N/A,10.56,#N/A,#N/A,#N/A,#N/A,16.86,#N/A,19.73,#N/A,#N/A,#N/A
